sweep_name,swept_param,swept_value,nmax,dstep,time_layers,seed,trial,success_spatial,success_temporal,spatial_cost,temporal_cost,spatial_nodes,temporal_nodes,timed_path_duration,runtime_sec
vary_dstep,dstep,0.5,300,0.5,40,9,0,True,False,23.824109280977563,,49,0,,1.088912010192871
vary_dstep,dstep,0.5,300,0.5,40,10,1,True,True,16.88040281740167,14.941196577103739,35,8,20.94119657710374,5.2636237144470215
vary_dstep,dstep,0.5,300,0.5,40,11,2,True,True,17.8327514069167,15.7832251641558,37,9,19.9832251641558,6.5238800048828125
vary_dstep,dstep,0.5,300,0.5,40,12,3,False,False,,,0,0,,0.08004212379455566
vary_dstep,dstep,0.5,300,0.5,40,13,4,True,True,17.78480745232983,15.55126170964271,37,10,21.25126170964271,3.4539780616760254
vary_dstep,dstep,0.5,300,0.5,40,14,5,False,False,,,0,0,,0.09023904800415039
vary_dstep,dstep,0.5,300,0.5,40,15,6,True,True,17.10394394437693,15.95675753836421,36,9,20.756757538364212,4.103181838989258
vary_dstep,dstep,0.5,300,0.5,40,16,7,True,False,17.302849408458357,,36,0,,0.6559340953826904
vary_dstep,dstep,0.5,300,0.5,40,17,8,True,True,18.246457463716066,15.73172445435305,38,8,22.33172445435305,2.1826517581939697
vary_dstep,dstep,0.5,300,0.5,40,18,9,True,False,19.129316058051476,,40,0,,0.6052510738372803
vary_dstep,dstep,1.5,300,1.5,40,9,0,True,False,19.266684257776213,,15,0,,0.8163058757781982
vary_dstep,dstep,1.5,300,1.5,40,10,1,True,True,18.36682279114912,16.362756492793956,16,8,21.762756492793955,2.38053822517395
vary_dstep,dstep,1.5,300,1.5,40,11,2,True,True,17.178819734149958,16.120270391798915,14,12,21.520270391798917,4.512494802474976
vary_dstep,dstep,1.5,300,1.5,40,12,3,True,True,18.531790405228637,17.467485196810507,15,9,26.46748519681051,1.6286211013793945
vary_dstep,dstep,1.5,300,1.5,40,13,4,True,True,16.50113118983033,15.737612960054188,13,5,15.737612960054188,2.0470612049102783
vary_dstep,dstep,1.5,300,1.5,40,14,5,True,True,19.04072714513909,17.925401179415754,15,9,24.525401179415752,1.996361255645752
vary_dstep,dstep,1.5,300,1.5,40,15,6,True,False,18.17151242876064,,14,0,,0.7897810935974121
vary_dstep,dstep,1.5,300,1.5,40,16,7,True,True,21.351869431458947,19.241552369941296,19,11,25.84155236994129,7.251652002334595
vary_dstep,dstep,1.5,300,1.5,40,17,8,True,True,18.001769301320675,16.106927207839814,15,8,21.506927207839816,4.551445960998535
vary_dstep,dstep,1.5,300,1.5,40,18,9,True,True,17.701932547719874,16.56515841491185,15,10,22.26515841491185,4.763426065444946
vary_dstep,dstep,2.5,300,2.5,40,9,0,True,True,20.813540241050653,20.081251060540687,13,10,26.381251060540688,2.3150038719177246
vary_dstep,dstep,2.5,300,2.5,40,10,1,True,True,19.030512955779276,17.611133540615153,10,8,22.71113354061515,2.8804008960723877
vary_dstep,dstep,2.5,300,2.5,40,11,2,True,True,17.157253593348837,16.683859208314193,10,8,25.68385920831419,1.9591989517211914
vary_dstep,dstep,2.5,300,2.5,40,12,3,True,True,18.081399841457102,16.469806285322843,10,9,22.469806285322846,2.927337884902954
vary_dstep,dstep,2.5,300,2.5,40,13,4,True,True,19.618156072877127,18.385406014850876,11,9,24.385406014850872,2.8745837211608887
vary_dstep,dstep,2.5,300,2.5,40,14,5,True,True,18.05380389346384,18.046204374583866,9,11,25.24620437458386,3.2863359451293945
vary_dstep,dstep,2.5,300,2.5,40,15,6,True,False,21.66034853574926,,13,0,,1.1789577007293701
vary_dstep,dstep,2.5,300,2.5,40,16,7,True,True,18.11111433882943,17.806809459298353,9,9,23.506809459298353,4.285145998001099
vary_dstep,dstep,2.5,300,2.5,40,17,8,True,True,21.02841247297135,18.16037512486188,11,13,25.960375124861876,4.491349935531616
vary_dstep,dstep,2.5,300,2.5,40,18,9,True,False,19.396766019717553,,11,0,,0.5657548904418945
vary_dstep,dstep,3.0,300,3.0,40,9,0,True,True,21.14734386227263,19.269924519414502,12,9,25.569924519414503,2.3971259593963623
vary_dstep,dstep,3.0,300,3.0,40,10,1,True,True,19.04325783134014,17.070529431943243,11,7,23.370529431943247,2.2331759929656982
vary_dstep,dstep,3.0,300,3.0,40,11,2,True,True,17.097676304674202,17.097676304674202,8,12,25.4976763046742,4.7689220905303955
vary_dstep,dstep,3.0,300,3.0,40,12,3,True,True,19.954269890116443,19.781287367713926,10,12,24.881287367713924,3.820230007171631
vary_dstep,dstep,3.0,300,3.0,40,13,4,True,True,20.06046755571043,19.13980053937621,10,10,25.139800539376207,4.419025897979736
vary_dstep,dstep,3.0,300,3.0,40,14,5,True,True,16.725920779733478,16.581048599942605,8,11,25.2810485999426,4.3966100215911865
vary_dstep,dstep,3.0,300,3.0,40,15,6,True,False,23.353684730815438,,13,0,,1.1888179779052734
vary_dstep,dstep,3.0,300,3.0,40,16,7,True,True,20.58076416385886,18.318099388988255,9,8,21.018099388988254,3.9560790061950684
vary_dstep,dstep,3.0,300,3.0,40,17,8,True,True,18.46787137955459,17.495948740601346,11,11,23.195948740601345,5.169183015823364
vary_dstep,dstep,3.0,300,3.0,40,18,9,True,False,24.268467209658102,,15,0,,0.5711150169372559
