sweep_name,swept_param,swept_value,trials,spatial_success_rate,temporal_success_rate,mean_runtime_sec,std_runtime_sec,mean_temporal_cost,std_temporal_cost,mean_spatial_cost,mean_timed_path_duration
vary_nmax,nmax,100,10,0.6,0.5,1.3220864057540893,1.4634898998797508,16.720036607382845,0.9327769808840548,18.102292210238083,22.000036607382846
vary_nmax,nmax,200,10,1.0,0.8,3.0355390310287476,2.0721745027529495,16.940895526695783,1.1851347599708246,18.411305923253348,22.453395526695786
vary_nmax,nmax,300,10,1.0,0.8,2.996310091018677,2.054789946057974,16.940895526695783,1.1851347599708246,18.411305923253348,22.453395526695786
vary_nmax,nmax,400,10,1.0,0.8,3.0119024991989134,2.0480908970765084,16.940895526695783,1.1851347599708246,18.411305923253348,22.453395526695786
vary_nmax,nmax,500,10,1.0,0.8,3.029214358329773,2.070156364724698,16.940895526695783,1.1851347599708246,18.411305923253348,22.453395526695786
